name,price,date,overview,image
Trải Nghiệm Siêu Du Thuyền Anthem Of The Seas 6N5Đ: Singapore - Malaysia - Phuket,Liên hệ,Không có ngày,"Trải nghiệm hành trình 6 ngày 5 đêm với siêu du thuyền Anthem of the Seas, khởi hành từ Singapore đến Malaysia và Phuket. Tận hưởng các tiện ích và dịch vụ đẳng cấp trên du thuyền, tham gia các hoạt động giải trí và thưởng thức ẩm thực đa dạng. Khám phá vẻ đẹp hiện đại của Singapore, các điểm đến nổi bật tại Malaysia như Kuala Lumpur và Penang, và bãi biển tuyệt đẹp của Phuket, Thái Lan. Tour lý tưởng cho du khách muốn trải nghiệm du thuyền sang trọng và khám phá những điểm đến hấp dẫn của Đông Nam Á trong một chuyến đi dài ngày. Cùng iVIVU khám phá ngay hôm nay!",https://cdn2.ivivu.com/2023/08/14/16/ivivu-anthem-158x100.gif
Tour Singapore - Malaysia 5N4Đ: Một Hành Trình Hai Quốc Gia (Bay VJ),12.950.000VND,04-04-2025,"- Tháp đôi Petronas: Biểu tượng nổi tiếng tại Kuala Lumpur. - Merlion Park: Check-in biểu tượng sư tử biển và Marina Bay Sands. - Ẩm thực đặc sắc: Buffet BBQ Hàn Quốc và món truyền thống Malaysia. - Malacca cổ kính: Khám phá A Famosa, Saint Paul Church, và đền Cheng Hoon Teng. - Đảo Sentosa: Tham quan Resort World, Universal Studios và thủy cung S.E.A Aquarium.",https://cdn2.ivivu.com/2024/07/09/17/gardens-by-the-bay-singapore-ivv-158x100.gif
Tour Singapore - Malaysia 5N4Đ: HCM - Động Batu - Kuala Lumpur - Cao Nguyên Genting - Gardens By The Bay (Bay VJ),10.490.000VND,27-02-2025,"- Vui chơi tại đảo Sentosa: Thiên đường giải trí và điểm check-in nổi tiếng. - Tham quan động Batu: Chinh phục 272 bậc thang đến thánh địa huyền bí. - Khám phá Kuala Lumpur: Thành phố sôi động, nơi giao thoa văn hóa và hiện đại. - Khám phá cao nguyên Genting: Thỏa sức vui chơi và ngắm cảnh trên đỉnh cao 1.800m. - Dạo bước Gardens by the Bay: Khu vườn Siêu cây rực rỡ và tầm nhìn tuyệt đẹp toàn thành phố.",https://cdn2.ivivu.com/2022/09/09/17/ivivu-new-putrajaya-158x100.gif
Tour Singapore - Malaysia 5N4Đ: HCM - Động Batu - Kuala Lumpur - Cao Nguyên Genting - Gardens By The Bay,11.590.000VND,27-02-2025,"- Vui chơi tại đảo Sentosa: Thiên đường giải trí và điểm check-in nổi tiếng. - Tham quan động Batu: Chinh phục 272 bậc thang đến thánh địa huyền bí. - Khám phá Kuala Lumpur: Thành phố sôi động, nơi giao thoa văn hóa và hiện đại. - Khám phá cao nguyên Genting: Thỏa sức vui chơi và ngắm cảnh trên đỉnh cao 1.800m. - Dạo bước Gardens by the Bay: Khu vườn Siêu cây rực rỡ và tầm nhìn tuyệt đẹp toàn thành phố.",https://cdn2.ivivu.com/2023/03/02/17/ivivu-kualalumpur-malaysia-158x100.gif
Tour Singapore - Malaysia 4N3Đ: Sentosa - Genting - Phố Jalan Ahlon - Động Batu - Tháp Đôi Petronas,9.490.000VND,27-02-2025,- Tháp Đôi Petronas: Chiêm ngưỡng biểu tượng hiện đại của Kuala Lumpur. - Động Batu: Chinh phục 272 bậc thang dẫn lên ngôi đền Hindu linh thiêng. - Khám phá phố Jalan Alor: Thưởng thức ẩm thực đường phố đặc sắc Malaysia. - Đảo Sentosa: Tham gia các hoạt động giải trí tại khu nghỉ dưỡng hàng đầu của Singapore. - Cao nguyên Genting: Khám phá khu nghỉ dưỡng trên núi với sòng bạc và công viên giải trí.,https://cdn2.ivivu.com/2017/05/10/17/ivivu-cong-vien-su-tu-bien-merlion-park--158x100.jpg
Tour Liên Tuyến Ba Nước 5N4Đ: HCM - Singapore - Indonesia - Malaysia,10.990.000VND,17-03-2025,"- Tháp đôi Petronas (Malaysia): Check-in biểu tượng kiến trúc hiện đại tại Kuala Lumpur. - Động Batu (Malaysia): Chinh phục 272 bậc thang để khám phá hang động Hindu linh thiêng. - Gardens by the Bay (Singapore): Khám phá siêu cây khổng lồ và không gian xanh hiện đại. - Đảo Batam (Indonesia): Tham quan chùa Di Lặc Maha Vihara Duta và trải nghiệm văn hóa địa phương. - Merlion Park (Singapore): Chiêm ngưỡng tượng sư tử biển, biểu tượng Singapore, và cảnh đẹp vịnh Marina.",https://cdn2.ivivu.com/2022/03/28/17/ivivu-garden-rhapsody-sin-158x100.gif
Tour Singapore - Malaysia 5N4Đ: HCM - Gardens by the Bay - Cao Nguyên Genting - Động Batu - Chùa Bà Thiên Hậu,10.990.000VND,13-03-2025,"- Gardens by the Bay: Khám phá khu vườn hiện đại với các siêu cây khổng lồ. - Cao nguyên Genting: Trải nghiệm khu nghỉ dưỡng trên núi với sòng bạc và công viên giải trí. - Động Batu: Chinh phục 272 bậc thang lên ngôi đền Hindu linh thiêng. - Chùa Bà Thiên Hậu: Chiêm ngưỡng kiến trúc độc đáo của ngôi chùa lớn nhất Đông Nam Á. - Malacca cổ kính: Khám phá lịch sử và kiến trúc Bồ Đào Nha, Hà Lan.",https://cdn2.ivivu.com/2018/08/16/10/ivivu-cong-vien-merlion-158x100.jpg
Tour Singapore - Malaysia 5N4Đ: Hành trình liên tuyến hai nước,12.390.000VND,27-02-2025,"- Khám phá Công viên Sư Tử Biển: Chiêm ngưỡng biểu tượng nổi tiếng của Singapore, nơi có tượng sư tử biển phun nước độc đáo. - Tham quan Gardens by the Bay: Tận hưởng không gian xanh mát với các siêu cây khổng lồ và khu vườn hoa đa dạng. - Khám phá Động Batu: Chinh phục 272 bậc thang để đến ngôi đền Hindu linh thiêng nằm trong hang động đá vôi hùng vĩ. - Tham quan Tháp Đôi Petronas: Chiêm ngưỡng kiến trúc hiện đại của tòa tháp đôi cao nhất thế giới, biểu tượng của Kuala Lumpur. - Khám phá Cao nguyên Genting: Trải nghiệm khu nghỉ dưỡng trên núi với sòng bạc, công viên giải trí và khí hậu mát mẻ quanh năm.",https://cdn2.ivivu.com/2017/06/01/16/ivivu-merlion-park-158x100.jpg
Tour Liên Tuyến Ba Nước 6N5Đ: HCM - Singapore - Indonesia - Malaysia,13.190.000VND,04-03-2025,- Tháp đôi Petronas (Malaysia): Chụp ảnh tại biểu tượng nổi tiếng nhất của Kuala Lumpur. - Đảo Batam (Indonesia): Khám phá đảo Batam với nhiều hoạt động văn hóa và mua sắm thú vị. - Phố cổ Malacca (Malaysia): Tản bộ và chiêm ngưỡng kiến trúc cổ của thành phố lịch sử Malacca. - Garden by the Bay (Singapore): Tham quan khu vườn với siêu cây khổng lồ và khu nhà kính hiện đại.,https://cdn2.ivivu.com/2023/02/20/11/ivivu-su-tu-158x100.gif
Tour Liên Tuyến Ba Nước 5N4Đ: Singapore - Malaysia - Indonesia (Không Ngủ Singapore),10.990.000VND,02-03-2025,- Công viên Sư Tử Biển: Chiêm ngưỡng biểu tượng nổi tiếng của Singapore. - Gardens by the Bay: Tham quan không gian xanh với các siêu cây khổng lồ. - Đảo Batam (Indonesia): Khám phá văn hóa địa phương và thăm chùa Di Lặc Maha Vihara Duta. - Động Batu (Malaysia): Chinh phục 272 bậc thang lên ngôi đền Hindu linh thiêng. - Cao nguyên Genting (Malaysia): Tham quan khu nghỉ dưỡng trên núi với sòng bạc và công viên giải trí.,https://cdn2.ivivu.com/2022/03/28/17/ivivu-jewel-changi-158x100.gif
Tour Singapore 3N2Đ: Thác Jewel - Gardens by the Bay - Chùa Răng Phật - Universal Studios,10.580.000VND,07-03-2025,"- Thác nước Jewel Changi: Check-in thác nước trong nhà cao nhất thế giới, biểu tượng độc đáo tại sân bay Changi. - Gardens by the Bay: Khám phá kỳ quan thiên nhiên với Vườn Cây Khổng Lồ và Floral Fantasy huyền ảo. - Marina Barrage: Chiêm ngưỡng công trình hồ nhân tạo kết hợp nghệ thuật và cảnh sắc độc đáo. - Sentosa & Universal Studios: Thỏa sức vui chơi tại trung tâm giải trí hàng đầu châu Á. - City Tour Singapore: Trải nghiệm văn hóa, mua sắm sầm uất và những công trình biểu tượng như Nhà hát Esplanade, Parliament House.",https://cdn2.ivivu.com/2023/02/20/15/ivivu-marina-bay-sand-158x100.gif
Tour Phuket 4N3Đ: Phố Cổ Phuket - Đảo Phi Phi - Vịnh Maya,12.680.000VND,27-02-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Phố cổ Phuket: Khám phá khu phố cổ với kiến trúc độc đáo và sắc màu rực rỡ. - Lặn ngắm san hô: Khám phá thế giới đại dương với san hô và các loài cá đầy màu sắc. - Thưởng thức ẩm thực Phuket: Thử các món ăn địa phương với hương vị đậm chất Thái. - Đảo Phi Phi: Thưởng ngoạn vẻ đẹp tuyệt mỹ với biển xanh, cát trắng và thiên nhiên hùng vĩ. - Vịnh Maya: Chiêm ngưỡng cảnh sắc nổi tiếng từ phim “The Beach” với nước biển trong xanh.",https://cdn2.ivivu.com/2019/11/01/11/ivivu-chalong3-158x100.jpg
"Tour Thái Lan 5N4Đ: HCM - Bangkok - Pattaya - Bảo Tàng Ánh Sáng (Bay Sáng, Trưa)",5.790.000VND,27-02-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Khám phá Pattaya sôi động, thành phố biển không bao giờ ngủ. - Chiêm ngưỡng tượng Phật Vàng tại chùa Wat Traimit, biểu tượng tâm linh nổi tiếng. - Thư giãn trên bãi biển đảo Coral và tham gia các hoạt động thể thao dưới nước thú vị. - Thưởng thức show diễn nghệ thuật hoành tráng, mang đậm văn hóa Thái Lan và thỏa sức mua sắm tại các chợ đêm sầm uất.",https://cdn2.ivivu.com/2024/06/14/11/pattaya-ivv-158x100.gif
Tour Thái Lan 5N4Đ: Khám Phá Bangkok - Pattaya - Chùa Phật Lớn - Lâu Đài Castello Di Bellagio,5.390.000VND,03-03-2025,"- Thưởng thức Sườn cay Thái Lan: Trải nghiệm hương vị chua cay, đặc trưng của ẩm thực Thái. - Bảo tàng 3D Art Paradise: Thỏa sức chụp ảnh sáng tạo với loạt tranh 3D sống động và độc đáo. - Trải nghiệm xe Songthaew: Khám phá Pattaya về đêm trên phương tiện đặc trưng của Thái Lan. - Trân Bảo Phật Sơn: Chiêm ngưỡng tượng Phật khổng lồ dát vàng, biểu tượng bình an của Thái Lan. - Lâu đài Castello Di Bellagio: Đắm chìm trong không gian châu Âu lãng mạn và thưởng thức bánh ngọt, nước uống đặc biệt.",https://cdn2.ivivu.com/2023/01/16/15/ivivu-iconsiam-158x100.gif
Trải Nghiệm Siêu Du Thuyền Genting Dream 4N3Đ: Singapore - Phuket - Singapore,11.190.000VND,04-03-2025,"- Thưởng thức ẩm thực đa dạng: Tận hưởng các món ăn châu Á và quốc tế trên tàu. - Hoạt động giải trí phong phú: Tham gia công viên nước, rạp chiếu phim, và các buổi biểu diễn nghệ thuật. - Khám phá Phuket: Tham quan bãi biển Patong và các điểm du lịch nổi tiếng tại Phuket. - Mua sắm và giải trí trên tàu: Trải nghiệm cửa hàng miễn thuế và sòng bạc. - Thư giãn tại các tiện ích cao cấp: Tận hưởng hồ bơi, phòng gym và dịch vụ spa.",https://cdn2.ivivu.com/2023/04/11/10/ivivu-interior2-158x100.gif
Tour Thái Lan 5N4Đ: Bangkok - Pattaya - Lâu Đài Tỉ Phú - Chùa Bình Minh - Nongnooch Garden,7.390.000VND,05-03-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Lâu Đài Tỷ Phú: Chiêm ngưỡng công trình tráng lệ, kết hợp show diễn nghệ thuật độc đáo và công viên ánh sáng ven biển Pattaya. - Chùa Bình Minh: Trải nghiệm văn hóa tâm linh tại ngôi chùa biểu tượng với kiến trúc cổ kính bên dòng sông Chao Phraya. - Nongnooch Garden: Thưởng ngoạn công viên hoa rực rỡ, khám phá khu vực Khủng Long và cảnh quan không gian xanh mát. - Trân Bảo Phật Sơn: Tận hưởng vẻ đẹp linh thiêng của bức tượng Phật khắc vàng nổi bật giữa thiên nhiên hùng vĩ. - Tận hưởng show Colosseum hoành tráng: Mãn nhãn với màn trình diễn nghệ thuật từ những nghệ sĩ chuyển giới.",https://cdn2.ivivu.com/2018/04/13/17/ivivu-lau-dai-ty-phu-baan-sukhawadde-158x100.jpg
Tour Thái Lan 5N4Đ: Bangkok - Pattaya - Vương Quốc Nụ Cười (VNA),7.990.000VND,11-03-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Vườn Nhiệt Đới Noong Nooch: Tham quan khu vườn nổi tiếng thế giới, xem show voi và văn hóa Thái. - Đảo Coral Pattaya: Tận hưởng biển xanh, cát trắng và trải nghiệm dù lượn, lặn biển, mô tô nước. - Alcazar/Colosseum Show: Thưởng thức màn biểu diễn nghệ thuật độc đáo của các nghệ sĩ chuyển giới. - Muang Boran: Thái Lan thu nhỏ, khám phá các công trình kiến trúc tái hiện văn hóa Thái. - Dạo thuyền trên sông Chao Phraya: Ngắm thuyền rồng hoàng gia và hiện tượng cá nổi.",https://cdn2.ivivu.com/2022/04/14/17/ivivu-nong-nooch-158x100.gif
Tour Thái Lan 4N3Đ: Thiên Đường Biển Phuket -  Đảo Phi Phi,11.390.000VND,06-03-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Đắm mình tại đảo Phi Phi, thiên đường cát trắng, biển xanh như ngọc. - Lặn biển ngắm san hô rực rỡ, khám phá thế giới đầy sắc màu dưới đại dương. - Thư giãn trên bãi biển Patong, tận hưởng không gian biển nhiệt đới tuyệt đẹp. - Chinh phục vịnh Phang Nga, mê hoặc với núi đá vôi nhấp nhô giữa biển xanh thẳm. - Khám phá chợ đêm Phuket, trải nghiệm ẩm thực địa phương và mua sắm những món quà độc đáo.",https://cdn2.ivivu.com/2019/11/01/11/ivivu-phrom-thep-cape3-158x100.jpg
Tour  Thái Lan 5N4Đ: Khám Phá Bangkok - Rayong - Koh Samet - Pattaya,8.990.000VND,04-03-2025,"- Vui chơi tại đảo Koh Samet: Đắm chìm trong làn nước trong xanh, cát trắng mịn và thiên đường biển nhiệt đới tuyệt đẹp. - Trải nghiệm chợ nổi Pattaya: Khám phá văn hóa sông nước độc đáo, thưởng thức ẩm thực địa phương hấp dẫn. - Check-in lâu đài tỷ phú Baan Sukhawadee: Chiêm ngưỡng kiến trúc lộng lẫy, mang đậm nét văn hóa hoàng gia Thái. - Trải nghiệm Floating Market Rayong: Tận hưởng không gian chợ ven sông nhộn nhịp với vô vàn món ngon đặc sản. - Thưởng thức ẩm thực Michelin: Bữa tối tại Somtam Khunkan, nhà hàng đạt chuẩn Michelin.",https://cdn2.ivivu.com/2022/04/07/19/ivivu-park-khung-long-158x100.gif
Tour Thái Lan 5N4Đ: Nong Nooch - Đảo Coral - BaiYoke Sky - Bảo Tàng Nghệ Thuật Ánh Sáng,7.190.000VND,05-03-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Tham quan vườn nhiệt đới Nong Nooch với cảnh quan tuyệt đẹp và những màn biểu diễn văn hóa đặc sắc. - Khám phá đảo Coral với biển xanh trong, cát trắng mịn, lý tưởng cho các hoạt động dưới nước. - Thưởng thức bữa tối tại Baiyoke Sky, tòa nhà cao nhất Bangkok với tầm nhìn toàn cảnh ấn tượng. - Trải nghiệm bảo tàng nghệ thuật ánh sáng Art in Paradise độc đáo. - Tham quan các điểm mua sắm nổi tiếng của Bangkok.",https://cdn2.ivivu.com/2024/06/14/11/pattaya-ivv-158x100.gif
Tour Thái Lan 5N4Đ: Bangkok - Pattaya - Suanthai - Lễ Hội Té Nước Songkran - Freeday (Bay VNA),10.690.000VND,10-04-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Siam Fantasy Show: Show diễn tái hiện văn hóa Thái đầy sống động. - Massage Thái truyền thống: Thư giãn và nhận voucher tại Café Đảo Cọ. - Hành trình trải nghiệm trọn vẹn lễ hội Songkran nhất từ Pattaya - Bangkok Thái. - Khám phá Suan Thai: Cưỡi voi, đi xe ngựa, thưởng thức buffet trái cây và bữa trưa Khantoke. - Tham quan Trân Bảo Phật Sơn và Chùa Thuyền: Chiêm ngưỡng kiến trúc và không gian tâm linh.",https://cdn2.ivivu.com/2024/06/14/11/pattaya-ivv-158x100.gif
Trải Nghiệm Siêu Du Thuyền Anthem Of The Seas 5N4Đ: Singapore - Malaysia - Phuket,14.550.000VND,07-03-2025,"- Ẩm thực đa dạng: Thưởng thức món ngon từ 18 nhà hàng trên tàu. - Giải trí hiện đại: Lướt sóng FlowRider®, nhảy dù iFLY, và ngắm cảnh từ North Star. - Khám phá Penang và Phuket: Tham quan kiến trúc độc đáo và bãi biển đẹp. - Thư giãn tại Solarium: Khu vực yên tĩnh, sang trọng dành cho người lớn. - Nghệ thuật độc đáo: Xem trình diễn tại nhà hát Two70° với công nghệ tiên tiến.",https://cdn2.ivivu.com/2023/08/14/16/ivivu-anthem-158x100.gif
Trải Nghiệm Siêu Du Thuyền Anthem Of The Seas 6N5Đ: Singapore - Malaysia - Phuket,Liên hệ,Không có ngày,"Trải nghiệm hành trình 6 ngày 5 đêm với siêu du thuyền Anthem of the Seas, khởi hành từ Singapore đến Malaysia và Phuket. Tận hưởng các tiện ích và dịch vụ đẳng cấp trên du thuyền, tham gia các hoạt động giải trí và thưởng thức ẩm thực đa dạng. Khám phá vẻ đẹp hiện đại của Singapore, các điểm đến nổi bật tại Malaysia như Kuala Lumpur và Penang, và bãi biển tuyệt đẹp của Phuket, Thái Lan. Tour lý tưởng cho du khách muốn trải nghiệm du thuyền sang trọng và khám phá những điểm đến hấp dẫn của Đông Nam Á trong một chuyến đi dài ngày. Cùng iVIVU khám phá ngay hôm nay!",https://cdn2.ivivu.com/2023/08/14/16/ivivu-anthem-158x100.gif
Tour Thái Lan 5N4Đ: Bangkok - Pattaya - Nong Nooch - Chợ Nổi Bốn Miền - Chùa Bình Minh,7.390.000VND,05-03-2025,🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Công viên Nong Nooch: Thưởng thức show văn hóa đặc sắc và xiếc voi thú vị. - Chợ Nổi Bốn Miền: Trải nghiệm chợ nổi độc đáo với hàng hóa đầy màu sắc. - Chùa Bình Minh: Đắm mình trong vẻ đẹp tinh xảo bên dòng Chao Phraya. - Lâu Đài Tỷ Phú: Khám phá kiến trúc nguy nga và vườn hoa tuyệt đẹp. - Icon Siam: Thỏa sức mua sắm và khám phá ẩm thực sang trọng.,https://cdn2.ivivu.com/2024/08/07/10/cho-noi-bon-mien-ivv-158x100.gif
Tour Thái Lan 5N4Đ: Pattaya - Bangkok - Quần Thể Suan Thai - Café Đảo Cọ Lala Lake (Bay QH),7.390.000VND,19-03-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Chiêm ngưỡng Show Water Space: Mãn nhãn với chương trình biểu diễn sôi động tại Pattaya. - Tham quan Bảo Phật Sơn và Chùa Wat Arun: Biểu tượng tâm linh nổi tiếng với kiến trúc độc đáo. - Khám phá Quần Thể Suan Thai: Cưỡi voi, dạo thuyền máy, thưởng thức bữa Khantoke truyền thống và show văn hóa đặc sắc. - Check-in Café Đảo Cọ Lala Lake: Chụp ảnh tại không gian độc đáo, nhận voucher đồ uống miễn phí. - Thưởng thức Show Siam Fantasy: Hành trình văn hóa Thái Lan qua các màn trình diễn ngoạn mục.",https://cdn2.ivivu.com/2024/12/12/16/lala-lake-dao-co-thai-lan-158x100.gif
Tour Thái Lan 5N4Đ: Pattaya - Bangkok - Vườn Nong Nooch - Trải Nghiệm Ẩm Thực Michelin,12.990.000VND,01-03-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Đảo Coral: Lặn ngắm san hô, trải nghiệm thể thao nước. - Chùa Wat Paknam: Ngôi chùa lớn, yên bình tại Bangkok. - Vườn Nong Nooch: Sắc hoa rực rỡ, trình diễn văn hóa và xiếc voi. - Chợ đêm Pattaya: Ẩm thực đường phố, mua sắm và không khí sôi động. - Thành cổ Muang Boran: Bảo tàng ngoài trời lớn nhất thế giới, tái hiện văn hóa Thái Lan.",https://cdn2.ivivu.com/2024/06/14/11/pattaya-ivv-158x100.gif
Tour Cao Cấp Thái Lan 4N3Đ: Khám Phá Phuket - Free Day - Vịnh Phang Nga,9.980.000VND,15-06-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Phố cổ Phuket: Dạo bước qua những con phố cổ đầy màu sắc. - Vịnh Phang Nga: Tham quan kỳ quan thiên nhiên với những đảo đá vôi kỳ vĩ. - Đảo Phi Phi: Thư giãn trên bãi biển xanh mát, lặn ngắm san hô và khám phá vẻ đẹp hoang sơ. - Chùa Wat Chalong: Ngôi chùa linh thiêng nhất Phuket, nơi cầu bình an và khám phá kiến trúc độc đáo. - Tự do khám phá trải nghiệm riêng tại các bãi biển tuyệt đẹp hoặc tham gia các hoạt động giải trí, thể thao nước tại Phuket.",https://cdn2.ivivu.com/2019/11/01/11/ivivu-chalong-158x100.jpg
Tour Thái Lan 5N4Đ: HCM - Bangkok - Pattaya - Chợ Nổi Bốn Miền - Wat Phra Yai - Quần Thể Suan Thai,6.990.000VND,01-03-2025,"- Thưởng thức Colosseum Show: Chương trình nghệ thuật đặc sắc. - Chiêm bái Wat Phra Yai: Ngắm tượng Phật lớn linh thiêng tại Pattaya. - Dạo thuyền Chợ Nổi Bốn Miền: Khám phá văn hóa sông nước Thái Lan. - Trải nghiệm Suan Thai: Buffet trái cây, mặc trang phục Thái, tham gia té nước. - Mua sắm & khám phá Bangkok: Tận hưởng không gian sầm uất và ẩm thực hấp dẫn.",https://cdn2.ivivu.com/2023/01/16/15/ivivu-iconsiam-158x100.gif
Tour Thái Lan 5N4Đ: Bangkok - Pattaya - Ayutthaya - Cà Phê Boeing 747- Du Thuyền 5 Sao,10.990.000VND,28-02-2025,"- Thưởng thức đồ uống tại Boeing 747 Café độc đáo. - Khám phá cố đô Ayutthaya với Wat Mahathat và Wat Lokaya. - Chiêm ngưỡng Chùa Bình Minh với tháp chính cao 80m rực rỡ. - Thưởng thức buffet trên du thuyền 5*, ngắm sông Chao Phraya. - Chiêm ngưỡng Trân Bảo Phật Sơn với tượng Phật khắc vàng khổng lồ.",https://cdn2.ivivu.com/2024/12/12/16/pattaya-ivv-158x100.gif
Tour Thái Lan 5N4Đ: Nong Nooch - Đảo Coral - BaiYoke Sky - Bảo Tàng Nghệ Thuật Ánh Sáng (Bay VNA),7.690.000VND,28-02-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Vườn nhiệt đới Nong Nooch: Tham quan khu vườn rộng lớn với cảnh quan tuyệt đẹp và tái hiện lại vườn khủng long - Đảo Coral: Thư giãn trên bãi biển cát trắng, nước trong xanh và tham gia các hoạt động dưới nước thú vị. - BaiYoke Sky: Thưởng thức bữa tối tại nhà hàng xoay trên tầng cao nhất, ngắm nhìn toàn cảnh Bangkok lung linh về đêm. - Bảo Tàng Nghệ Thuật Ánh Sáng: Khám phá các tác phẩm nghệ thuật ánh sáng độc đáo, tạo nên những bức ảnh ấn tượng. - Chợ nổi Pattaya: Trải nghiệm văn hóa mua sắm trên sông nước, thưởng thức ẩm thực địa phương đa dạng.",https://cdn2.ivivu.com/2024/06/25/15/thai-lan-bao-tang-anh-sang-ivv-158x100.gif
Tour Thái Lan 5N4Đ: Bangkok - Pattaya - Cố Đô Ayutthaya - Lighting Art (Bay VNA),8.190.000VND,06-03-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Khám phá Cố đô Ayutthaya, bước vào thế giới hoàng gia cổ xưa với những di tích lịch sử kỳ vĩ. - Khám phá Nong Nong Garden khu vườn nhiệt đới lung linh đầy cuốn hút và cảnh sắc hoa cỏ mê đắm. - Tham quan Bangkok sôi động chiêm ngưỡng chùa vàng lấp lánh và khám phá nhịp sống hiện đại không ngừng. - Pattaya về đêm rực rỡ đắm chìm trong không khí sôi động và những màn trình diễn sắc màu tuyệt đẹp. - Massage Thái cổ truyền thư giãn thả lỏng cơ thể với liệu pháp massage truyền thống giúp hồi phục năng lượng.",https://cdn2.ivivu.com/2024/10/10/11/z5914980018484-7b57db472793a2514c44b5b9ae2cf89f-1--158x100.jpg
Tour Thái Lan 5N4Đ: Bangkok - Pattaya - Safari World - Lâu Đài Tỷ Phú (Bay VNA),8.890.000VND,29-05-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Lâu Đài Tỷ Phú: Chiêm ngưỡng kiến trúc tráng lệ bên bờ biển Pattaya. - Alcazar Show: Thưởng thức màn biểu diễn nghệ thuật đặc sắc tại Pattaya. - Vườn Nong Nooch: Thưởng ngoạn cảnh quan tuyệt đẹp và xem biểu diễn văn hóa. - Safari World: Khám phá thế giới động vật hoang dã và các màn trình diễn ấn tượng. - The Sky Gallery, quán café ngoài trời trên đồi Pratamnak, ngắm toàn cảnh vịnh Pattaya và đảo Koh Larn.",https://cdn2.ivivu.com/2023/06/30/15/ivivu-the-sky-gallery-1-158x100.jpg
Tour Thái Lan 5N4Đ: Bangkok - Pattaya - Công Viên Ánh Sáng - Lâu Đài Tỷ Phú - Cafe Boeing 747 (Bay Trưa),7.290.000VND,01-03-2025,- Lâu Đài Tỷ Phú: Chiêm ngưỡng kiến trúc tráng lệ bên bờ biển Pattaya. - Alcazar Show: Thưởng thức màn biểu diễn nghệ thuật đặc sắc tại Pattaya. - Viếng Chùa Thuyền được biết tới là ngôi chùa còn lưu giữ nhiều xá lợi nhất Thái Lan. - Chợ nổi Pattaya: Thưởng thức ẩm thực truyền thống và tìm hiểu văn hóa mua sắm trên thuyền.,https://cdn2.ivivu.com/2024/06/14/11/pattaya-ivv-158x100.gif
Tour Thái Lan 5N4Đ: HCM - Xứ Sở Chùa Vàng - Bangkok - Pattaya - Bảo Tàng Ánh Sáng (Bay Chiều),8.690.000VND,29-04-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Khám phá Pattaya sôi động, thành phố biển không bao giờ ngủ. - Chiêm ngưỡng tượng Phật Vàng tại chùa Wat Traimit, biểu tượng tâm linh nổi tiếng. - Thư giãn trên bãi biển đảo Coral và tham gia các hoạt động thể thao dưới nước thú vị. - Thưởng thức show diễn nghệ thuật hoành tráng, mang đậm văn hóa Thái Lan và thỏa sức mua sắm tại các chợ đêm sầm uất.",https://cdn2.ivivu.com/2024/10/30/17/pattaya-ivv-158x100.gif
Tour Thái Lan 5N4Đ: Bangkok - Pattaya - Công Viên Ánh Sáng - Lâu Đài Tỷ Phú - Cafe Boeing 747 (Bay VNA),7.590.000VND,27-02-2025,🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Lâu Đài Tỷ Phú: Chiêm ngưỡng kiến trúc tráng lệ bên bờ biển Pattaya. - Alcazar Show: Thưởng thức màn biểu diễn nghệ thuật đặc sắc tại Pattaya. - Viếng Chùa Thuyền được biết tới là ngôi chùa còn lưu giữ nhiều xá lợi nhất Thái Lan. - Chợ nổi Pattaya: Thưởng thức ẩm thực truyền thống và tìm hiểu văn hóa mua sắm trên thuyền.,https://cdn2.ivivu.com/2024/06/14/11/pattaya-ivv-158x100.gif
